sample	chrom	start	end	nprobes	log2ratio
K562	chr8	123600001	123650000	27	-0.14157
K562	chr8	123650001	123700000	39	-0.11713
K562	chr8	123700001	123750000	29	-0.16355
K562	chr8	123750001	123850000	40	0.04085
K562	chr8	123850001	124000000	51	-0.05824
K562	chr8	124000001	124150000	45	-0.14419
K562	chr8	124150001	124200000	22	-0.07343
K562	chr8	124200001	124250000	20	-0.10348
K562	chr8	124250001	124350000	35	-0.13173
K562	chr8	124350001	124450000	33	0.0046
K562	chr8	124450001	124500000	44	0.05064
K562	chr8	124500001	124550000	36	0.10353
K562	chr8	124550001	124600000	42	0.00528
K562	chr8	124600001	124650000	28	-0.03885
K562	chr8	124650001	124700000	34	-0.09742
K562	chr8	124700001	124750000	47	-0.07826
K562	chr8	124750001	124800000	21	-0.13158
K562	chr8	124800001	124900000	35	-0.07339
K562	chr8	124900001	124950000	22	-0.17416
K562	chr8	124950001	125050000	57	0.01301
K562	chr8	125050001	125100000	30	-0.06243
K562	chr8	125100001	125150000	20	-0.12967
K562	chr8	125150001	125250000	36	-0.03239
K562	chr8	125250001	125300000	26	-0.07893
K562	chr8	125300001	125350000	24	-0.08441
K562	chr8	125350001	125400000	36	0.0307
K562	chr8	125400001	125450000	58	0.01457
K562	chr8	125450001	125500000	29	-0.11275
K562	chr8	125500001	125550000	31	-0.05764
K562	chr8	125550001	125600000	25	-0.03587
K562	chr8	125600001	125650000	28	-0.04381
K562	chr8	125650001	125750000	29	-0.12298
K562	chr8	125750001	125950000	40	-0.1033
K562	chr8	125950001	126150000	43	-0.10194
K562	chr8	126150001	126400000	53	-0.16018
K562	chr8	126400001	126550000	51	-0.23899
K562	chr8	126550001	126800000	76	-0.16367
K562	chr8	126800001	126850000	26	-0.18948
K562	chr8	126850001	126900000	20	-0.11879
K562	chr8	126900001	127050000	35	-0.264
K562	chr8	127050001	127200000	46	-0.28115
K562	chr8	127200001	127300000	42	-0.19639
K562	chr8	127300001	127400000	32	-0.20087
K562	chr8	127400001	127450000	31	-0.10967
K562	chr8	127450001	127550000	33	-0.10193
K562	chr8	127550001	127650000	34	-0.11125
K562	chr8	127650001	127700000	24	-0.14222
K562	chr8	127700001	127750000	59	0.10056
K562	chr8	127750001	127800000	33	0.15034
K562	chr8	127800001	127850000	31	0.03594
K562	chr8	127850001	127900000	46	-0.03648
K562	chr8	127900001	127950000	43	0.03
K562	chr8	127950001	128000000	42	0.09286
K562	chr8	128000001	128050000	30	-0.04165
K562	chr8	128050001	128100000	25	0.01498
K562	chr8	128100001	128150000	27	-0.07845
K562	chr8	128150001	128200000	24	-0.08864
K562	chr8	128200001	128300000	29	-0.10171
K562	chr8	128300001	128400000	24	-0.13074
K562	chr8	128400001	128550000	29	-0.19416
K562	chr8	128550001	128650000	29	-0.22477
K562	chr8	128650001	128850000	29	-0.06162
K562	chr8	128850001	129050000	32	0.00357
K562	chr8	129050001	129250000	22	-0.22563
K562	chr8	129250001	129350000	26	-0.00287
K562	chr8	129350001	129450000	24	-0.17131
K562	chr8	129450001	129550000	23	-0.07176
K562	chr8	129550001	129650000	26	-0.05443
K562	chr8	129650001	129700000	24	-0.11094
K562	chr8	129700001	129850000	33	-0.05214
K562	chr8	129850001	129900000	21	-0.07808
K562	chr8	129900001	129950000	26	-0.00527
K562	chr8	129950001	130000000	32	-0.05896
K562	chr8	130000001	130050000	27	0.11189
K562	chr8	130050001	130100000	21	-0.03592
K562	chr8	130100001	130200000	34	0.02117
K562	chr8	130200001	130250000	24	-0.02421
K562	chr8	130250001	130300000	25	-0.11843
K562	chr8	130300001	130350000	29	0.02541
K562	chr8	130350001	130400000	25	-0.12206
K562	chr8	130400001	130500000	59	-0.1012
K562	chr8	130500001	130700000	44	-0.16013
K562	chr8	130700001	131000000	41	-0.15695
K562	chr8	131000001	131800000	56	-0.0884
K562	chr8	131800001	131900000	23	-0.22404
K562	chr8	131900001	132050000	52	-0.05332
K562	chr8	132050001	132100000	23	-0.27547
K562	chr8	132100001	132150000	23	-0.17203
K562	chr8	132150001	132450000	39	-0.18633
K562	chr8	132450001	132650000	42	-0.07452
K562	chr8	132650001	132750000	36	-0.05259
K562	chr8	132750001	132800000	39	-0.09527
K562	chr8	132800001	132900000	35	-0.13979
K562	chr8	132900001	133000000	35	-0.132
K562	chr8	133000001	133050000	20	-0.24075
K562	chr8	133050001	133100000	44	-0.18079
K562	chr8	133100001	133150000	38	-0.17504
K562	chr8	133150001	133200000	30	-0.21354
K562	chr8	133200001	133250000	51	-0.1848
K562	chr8	133250001	133350000	60	-0.11923
K562	chr8	133350001	133450000	47	-0.17015
K562	chr8	133450001	133500000	54	0.06519
K562	chr8	133500001	133550000	30	-0.09668
K562	chr8	133550001	133650000	64	0.0442
K562	chr8	133650001	133750000	28	-0.21862
K562	chr8	133750001	134000000	54	-0.26785
K562	chr8	134000001	134450000	29	-0.22734
K562	chr8	134450001	134500000	25	0.04437
K562	chr8	134500001	134550000	21	-0.01582
K562	chr8	134550001	134600000	22	-0.02253
K562	chr8	134600001	134650000	24	-0.14018
K562	chr8	134650001	134700000	23	0.03627
K562	chr8	134700001	134800000	46	-0.09698
K562	chr8	134800001	134850000	43	-0.10059
K562	chr8	134850001	135200000	38	-0.19844
K562	chr8	135200001	135450000	25	-0.18676
K562	chr8	135450001	135650000	52	-0.21099
K562	chr8	135650001	135750000	22	-0.14896
K562	chr8	135750001	136150000	25	-0.30902
K562	chr8	136150001	137300000	76	-0.26694
K562	chr8	137300001	138050000	24	-0.23782
K562	chr8	138050001	138450000	31	-0.20013
K562	chr8	138450001	138750000	68	-0.12856
K562	chr8	138750001	138850000	26	-0.1712
K562	chr8	138850001	138950000	36	0.00796
K562	chr8	138950001	139200000	27	-0.20584
K562	chr8	139200001	139600000	40	-0.08238
K562	chr8	139600001	139700000	56	-0.09031
K562	chr8	139700001	139750000	68	0.11711
K562	chr8	139750001	139800000	27	0.04027
K562	chr8	139800001	139850000	40	0.09576
K562	chr8	139850001	139900000	30	0.09894
K562	chr8	139900001	139950000	53	0.00885
K562	chr8	139950001	140000000	33	0.06603
K562	chr8	140000001	140050000	25	-0.04814
K562	chr8	140050001	140100000	23	-0.05195
K562	chr8	140100001	140200000	42	-0.02314
K562	chr8	140200001	140250000	30	0.08883
K562	chr8	140250001	140300000	38	0.10019
K562	chr8	140300001	140350000	28	0.00688
K562	chr8	140350001	140450000	39	0.07159
K562	chr8	140450001	140500000	41	0.12616
K562	chr8	140500001	140550000	84	0.06542
K562	chr8	140550001	140600000	79	0.01435
K562	chr8	140600001	140650000	36	0.15841
K562	chr8	140650001	140700000	25	-0.09117
K562	chr8	140700001	140750000	20	-0.07646
K562	chr8	140750001	140800000	24	0.0142
K562	chr8	140800001	140900000	33	-0.1541
K562	chr8	140900001	140950000	21	-0.14017
K562	chr8	140950001	141000000	22	-0.0964
K562	chr8	141000001	141050000	45	-0.01065
K562	chr8	141050001	141100000	44	0.0414
K562	chr8	141100001	141150000	72	0.09781
K562	chr8	141150001	141200000	102	0.15595
K562	chr8	141200001	141250000	112	0.03192
K562	chr8	141250001	141300000	92	-0.02978
K562	chr8	141300001	141350000	68	-0.00649
K562	chr8	141350001	141400000	53	0.12726
K562	chr8	141400001	141500000	85	0.01975
K562	chr8	141500001	141550000	37	-0.08767
K562	chr8	141550001	141600000	24	-0.01041
K562	chr8	141600001	141650000	30	0.09253
K562	chr8	141650001	141750000	41	-0.08125
K562	chr8	141750001	141800000	39	-0.14812
K562	chr8	141800001	141850000	20	-0.17378
K562	chr8	141850001	141900000	20	-0.23338
K562	chr8	141900001	142000000	41	-0.06121
K562	chr8	142000001	142100000	58	-0.14798
K562	chr8	142100001	142150000	49	-0.08817
K562	chr8	142150001	142200000	39	-0.07898
K562	chr8	142200001	142250000	28	-0.09767
K562	chr8	142250001	142300000	43	0.16899
K562	chr8	142300001	142350000	85	0.07254
K562	chr8	142350001	142400000	45	0.1407
K562	chr8	142400001	142450000	40	0.07936
K562	chr8	142450001	142500000	77	0.05541
K562	chr8	142500001	142550000	48	-0.03409
K562	chr8	142550001	142600000	26	-0.13677
K562	chr8	142600001	142650000	44	0.08396
K562	chr8	142650001	142700000	62	0.06334
K562	chr8	142700001	142750000	54	0.04309
K562	chr8	142750001	142800000	88	-0.04726
K562	chr8	142800001	142950000	59	-0.08872
K562	chr8	142950001	143000000	22	0.01047
K562	chr8	143000001	143050000	58	0.08154
K562	chr8	143050001	143100000	32	-0.01582
K562	chr8	143100001	143150000	44	-0.05039
K562	chr8	143150001	143200000	58	0.00688
K562	chr8	143200001	143250000	73	0.06094
K562	chr8	143250001	143300000	101	0.11537
K562	chr8	143300001	143350000	75	0.06099
K562	chr8	143350001	143400000	74	0.15969
K562	chr8	143400001	143450000	65	0.13525
K562	chr8	143450001	143500000	66	0.10002
K562	chr8	143500001	143550000	81	0.10926
K562	chr8	143550001	143600000	154	0.19587
K562	chr8	143600001	143650000	87	0.11814
K562	chr8	143650001	143700000	48	0.07708
K562	chr8	143700001	143750000	123	0.09593
K562	chr8	143750001	143800000	68	0.1263
K562	chr8	143800001	143850000	114	0.12862
K562	chr8	143850001	143900000	66	0.04195
K562	chr8	143900001	143950000	111	0.12032
K562	chr8	143950001	144000000	109	0.16535
K562	chr8	144000001	144050000	45	0.16196
K562	chr8	144050001	144100000	86	0.1433
K562	chr8	144100001	144150000	61	0.14926
K562	chr8	144150001	144250000	62	0.10649
K562	chr8	144250001	144300000	68	0.09453
K562	chr8	144300001	144350000	89	0.16397
K562	chr8	144350001	144400000	95	0.12497
K562	chr8	144400001	144450000	122	0.13752
K562	chr8	144450001	144500000	97	0.11972
K562	chr8	144500001	144550000	161	0.15032
K562	chr8	144550001	144600000	48	0.02336
K562	chr8	144600001	144650000	49	-0.02024
K562	chr8	144650001	144700000	21	0.02733
K562	chr8	144700001	144750000	42	-0.00546
K562	chr8	144750001	144800000	71	0.15472
K562	chr8	144800001	144850000	55	0.07748
K562	chr8	144850001	144900000	29	0.05435
K562	chr8	144900001	144950000	26	0.1885
K562	chr8	144950001	145000000	24	0.04706
K562	chr8	145000001	145078636	45	0.15424
K562	chr9	10001	250000	34	-0.14691
K562	chr9	250001	300000	22	-0.45019
K562	chr9	300001	450000	25	-0.44679
K562	chr9	450001	500000	26	-0.42781
K562	chr9	500001	700000	63	-0.4234
K562	chr9	700001	800000	45	-0.40025
K562	chr9	800001	950000	33	-0.38043
K562	chr9	950001	1000000	50	-0.31623
K562	chr9	1000001	1050000	31	-0.46121
K562	chr9	1050001	1500000	47	-0.44943
K562	chr9	1500001	2000000	40	-0.80918
K562	chr9	2000001	2150000	67	-0.43734
K562	chr9	2150001	2200000	38	-0.61171
K562	chr9	2200001	2250000	21	-0.30578
K562	chr9	2250001	2600000	43	-0.57903
K562	chr9	2600001	2700000	34	-0.41142
K562	chr9	2700001	2800000	24	-0.45827
K562	chr9	2800001	2900000	33	-0.48659
K562	chr9	2900001	3250000	28	-0.49752
K562	chr9	3250001	3500000	37	-0.62643
K562	chr9	3500001	3700000	44	-0.35618
K562	chr9	3700001	3850000	23	-0.66943
K562	chr9	3850001	3950000	24	-0.619
K562	chr9	3950001	4100000	39	-0.65354
K562	chr9	4100001	4150000	23	-0.61515
K562	chr9	4150001	4250000	23	-0.59108
K562	chr9	4250001	4300000	23	0.00167
K562	chr9	4300001	4450000	52	-0.50969
K562	chr9	4450001	4500000	20	-0.00987
K562	chr9	4500001	4650000	30	-0.45565
K562	chr9	4650001	4750000	59	-0.30199
K562	chr9	4750001	4800000	24	-0.19247
K562	chr9	4800001	4850000	25	-0.0075
K562	chr9	4850001	4950000	26	-0.40422
K562	chr9	4950001	5050000	37	-0.12596
K562	chr9	5050001	5150000	46	-0.47408
K562	chr9	5150001	5400000	46	-0.48559
K562	chr9	5400001	5450000	25	-0.43399
K562	chr9	5450001	5600000	70	-0.46172
K562	chr9	5600001	5800000	39	-0.413
K562	chr9	5800001	5850000	28	-0.35653
K562	chr9	5850001	6000000	40	-0.42626
K562	chr9	6000001	6200000	43	-0.41168
K562	chr9	6200001	6400000	39	-0.62374
K562	chr9	6400001	6550000	42	-0.32023
K562	chr9	6550001	6600000	20	-0.60483
K562	chr9	6600001	6650000	21	-0.30606
K562	chr9	6650001	6700000	23	-0.31622
K562	chr9	6700001	6750000	21	-0.5671
K562	chr9	6750001	6900000	53	-0.38439
K562	chr9	6900001	7050000	25	-0.62993
K562	chr9	7050001	7200000	24	-0.5266
K562	chr9	7200001	7550000	42	-0.69077
K562	chr9	7550001	7950000	28	-0.31758
K562	chr9	7950001	8450000	40	-0.66236
K562	chr9	8450001	8500000	22	-0.69707
K562	chr9	8500001	8700000	32	-0.70864
K562	chr9	8700001	8900000	47	-0.66846
K562	chr9	8900001	10250000	53	-0.66439
K562	chr9	10250001	10750000	35	-0.56961
K562	chr9	10750001	12650000	28	-0.43959
K562	chr9	12650001	12750000	27	-0.7626
K562	chr9	12750001	13100000	53	-0.54487
K562	chr9	13100001	13250000	26	-0.55641
K562	chr9	13250001	13450000	44	-0.39324
K562	chr9	13450001	13800000	30	-0.66957
K562	chr9	13800001	14150000	38	-0.56033
K562	chr9	14150001	14300000	31	-0.58583
K562	chr9	14300001	14350000	59	-0.39029
K562	chr9	14350001	14500000	34	-0.50425
K562	chr9	14500001	14650000	21	-0.50969
K562	chr9	14650001	14750000	31	-0.48241
K562	chr9	14750001	14900000	31	-0.57422
K562	chr9	14900001	15100000	25	-0.58078
K562	chr9	15100001	15300000	40	-0.53471
K562	chr9	15300001	15400000	23	-0.31836
K562	chr9	15400001	15500000	36	-0.36389
K562	chr9	15500001	15700000	46	-0.19472
K562	chr9	15700001	16100000	37	-0.70339
K562	chr9	16100001	16250000	43	-0.62669
K562	chr9	16250001	16300000	21	-0.71493
K562	chr9	16300001	16400000	22	-0.59174
K562	chr9	16400001	16600000	37	-0.73626
K562	chr9	16600001	16700000	24	-0.64767
K562	chr9	16700001	16850000	33	-0.73506
K562	chr9	16850001	17100000	33	-0.63263
K562	chr9	17100001	17600000	36	-0.51984
K562	chr9	17600001	18250000	57	-0.56829
K562	chr9	18250001	18450000	29	-0.61509
K562	chr9	18450001	18800000	59	-0.70775
K562	chr9	18800001	19000000	26	-0.42071
K562	chr9	19000001	19100000	51	-0.20835
K562	chr9	19100001	19200000	47	-0.30885
K562	chr9	19200001	19450000	70	-0.21125
K562	chr9	19450001	20000000	80	-0.458
K562	chr9	20000001	20350000	25	-0.72113
K562	chr9	20350001	20600000	49	-0.7313
K562	chr9	20600001	20650000	34	-0.51491
K562	chr9	20650001	20900000	40	-0.81008
K562	chr9	20900001	21050000	31	-3.84901
K562	chr9	21050001	21300000	45	-3.05091
K562	chr9	21300001	21350000	20	-3.75812
K562	chr9	21350001	21400000	22	-4.10121
K562	chr9	21400001	21550000	35	-3.86861
K562	chr9	21550001	21800000	48	-3.93558
K562	chr9	21800001	21950000	42	-4.0782
K562	chr9	21950001	22000000	89	-4.72315
K562	chr9	22000001	22100000	50	-4.63491
K562	chr9	22100001	22200000	21	-3.86563
K562	chr9	22200001	22400000	34	-3.37301
K562	chr9	22400001	22650000	36	-3.08474
K562	chr9	22650001	23650000	38	-3.54558
K562	chr9	23650001	23800000	30	-3.79933
K562	chr9	23800001	24000000	45	-4.08545
K562	chr9	24000001	24500000	25	-3.82748
K562	chr9	24500001	25700000	43	-3.18952
K562	chr9	25700001	26250000	39	-3.6699
K562	chr9	26250001	26900000	48	-1.14064
K562	chr9	26900001	26950000	23	-0.48461
K562	chr9	26950001	27100000	27	-1.05225
K562	chr9	27100001	27350000	60	-1.21719
K562	chr9	27350001	27450000	35	-1.24921
K562	chr9	27450001	27500000	21	-1.29649
K562	chr9	27500001	27550000	28	-1.07365
K562	chr9	27550001	27800000	51	-0.98316
K562	chr9	27800001	28350000	29	-1.38574
K562	chr9	28350001	29200000	35	-3.80002
K562	chr9	29200001	30150000	33	-3.807
K562	chr9	30150001	31150000	23	-2.44423
K562	chr9	31150001	31900000	52	-1.72528
K562	chr9	31900001	32350000	20	-0.71338
K562	chr9	32350001	32500000	28	-0.59945
K562	chr9	32500001	32550000	24	-0.33287
K562	chr9	32550001	32600000	46	-0.36704
K562	chr9	32600001	32750000	26	-0.52842
K562	chr9	32750001	33000000	44	-0.3498
K562	chr9	33000001	33100000	65	-0.25715
K562	chr9	33100001	33150000	31	-0.36033
K562	chr9	33150001	33200000	46	-0.251
K562	chr9	33200001	33250000	38	-0.20169
K562	chr9	33250001	33400000	77	-0.27335
K562	chr9	33400001	33450000	45	-0.20755
K562	chr9	33450001	33600000	49	-0.0925
K562	chr9	33600001	33800000	43	-0.11387
K562	chr9	33800001	33900000	32	-0.24573
K562	chr9	33900001	34050000	49	-0.19918
K562	chr9	34050001	34150000	34	-0.26259
K562	chr9	34150001	34300000	59	-0.19015
K562	chr9	34300001	34350000	33	-0.32211
K562	chr9	34350001	34450000	71	-0.14285
K562	chr9	34450001	34500000	26	-0.18295
K562	chr9	34500001	34550000	36	-0.30116
K562	chr9	34550001	34600000	46	-0.23513
K562	chr9	34600001	34650000	79	-0.10843
K562	chr9	34650001	34700000	60	-0.23197
K562	chr9	34700001	34800000	24	-0.21589
K562	chr9	34800001	34950000	20	-0.3577
K562	chr9	34950001	35050000	58	-0.1818
K562	chr9	35050001	35100000	61	-0.17717
K562	chr9	35100001	35150000	35	-0.13497
K562	chr9	35150001	35500000	68	-0.25875
K562	chr9	35500001	35550000	21	-0.40032
K562	chr9	35550001	35600000	20	-0.31063
K562	chr9	35600001	35650000	54	-0.08599
K562	chr9	35650001	35700000	86	-0.13288
K562	chr9	35700001	35750000	66	-0.12973
K562	chr9	35750001	35800000	43	-0.14261
K562	chr9	35800001	35850000	72	-0.25109
K562	chr9	35850001	35900000	21	-0.35079
K562	chr9	35900001	36000000	54	-0.34334
K562	chr9	36000001	36100000	30	-0.39666
K562	chr9	36100001	36150000	38	-0.42665
K562	chr9	36150001	36250000	50	-0.27145
K562	chr9	36250001	36300000	34	-0.10975
K562	chr9	36300001	36400000	25	-0.29998
K562	chr9	36400001	36550000	44	-0.2256
K562	chr9	36550001	36700000	33	-0.2996
K562	chr9	36700001	36850000	41	-0.40283
K562	chr9	36850001	36900000	29	-0.26968
K562	chr9	36900001	36950000	31	-0.34504
K562	chr9	36950001	37000000	33	-0.22043
K562	chr9	37000001	37100000	74	-0.14129
K562	chr9	37100001	37300000	50	0.25701
K562	chr9	37300001	37400000	42	0.2012
K562	chr9	37400001	37450000	54	0.20907
K562	chr9	37450001	37500000	32	0.2159
K562	chr9	37500001	37550000	28	0.15792
K562	chr9	37550001	37750000	79	0.16312
K562	chr9	37750001	37800000	35	0.20473
K562	chr9	37800001	37900000	25	0.29395
K562	chr9	37900001	37950000	45	0.14548
K562	chr9	37950001	38000000	33	0.16866
K562	chr9	38000001	38050000	38	0.17651
K562	chr9	38050001	38200000	55	0.08691
K562	chr9	38200001	38350000	31	0.01811
K562	chr9	38350001	38400000	30	0.13892
K562	chr9	38400001	38650000	65	0.04326
K562	chr9	38650001	40529470	42	-0.19091
K562	chr9	40561949	41225986	52	-0.21332
K562	chr9	41238505	43222167	33	-0.16946
K562	chr9	62798833	62958371	23	-0.04237
K562	chr9	63542265	63918447	21	-0.06265
K562	chr9	64315163	64998124	26	-0.58245
K562	chr9	68220553	68550000	42	-0.29435
K562	chr9	68550001	68700000	34	-0.44357
K562	chr9	68700001	68800000	52	-0.38776
K562	chr9	68800001	69000000	44	-0.4615
K562	chr9	69000001	69100000	45	-0.16813
K562	chr9	69100001	69150000	26	-0.19101
K562	chr9	69150001	69200000	33	-0.35422
K562	chr9	69200001	69350000	46	-0.26494
K562	chr9	69350001	69500000	52	-0.46033
K562	chr9	69500001	69650000	28	-0.45652
K562	chr9	69650001	69800000	43	-0.179
K562	chr9	69800001	70000000	46	-0.48046
K562	chr9	70000001	70150000	46	-0.40304
K562	chr9	70150001	70250000	24	-0.37273
K562	chr9	70250001	70400000	31	-0.33832
K562	chr9	70400001	70450000	36	-0.10139
K562	chr9	70450001	70550000	21	-0.51801
K562	chr9	70550001	70850000	38	-0.47869
K562	chr9	70850001	70950000	23	-0.5495
K562	chr9	70950001	71400000	29	-0.58822
K562	chr9	71400001	71650000	25	-0.46908
K562	chr9	71650001	71750000	28	-0.55293
K562	chr9	71750001	71900000	39	-0.45616
K562	chr9	71900001	72000000	35	-0.2536
K562	chr9	72000001	72150000	39	-0.47952
K562	chr9	72150001	72250000	24	-0.58435
K562	chr9	72250001	72350000	25	-0.5517
K562	chr9	72350001	72500000	43	-0.57462
K562	chr9	72500001	72600000	37	-0.4427
K562	chr9	72600001	72950000	52	-0.44175
K562	chr9	72950001	73200000	64	-0.37436
K562	chr9	73200001	73550000	21	-0.52261
K562	chr9	73550001	74450000	64	-0.4987
K562	chr9	74450001	74600000	22	-0.49828
K562	chr9	74600001	74850000	35	-0.62435
K562	chr9	74850001	74950000	29	-0.34274
K562	chr9	74950001	75000000	20	-0.22403
K562	chr9	75000001	75050000	20	-0.3387
K562	chr9	75050001	75350000	48	-0.43355
K562	chr9	75350001	75850000	26	-0.59878
K562	chr9	75850001	76150000	57	-0.58064
K562	chr9	76150001	76350000	23	-0.63261
K562	chr9	76350001	76450000	33	-0.42364
K562	chr9	76450001	76550000	42	-0.291
K562	chr9	76550001	76700000	37	-0.55571
K562	chr9	76700001	76900000	36	-0.60036
K562	chr9	76900001	77000000	22	-0.31009
K562	chr9	77000001	77150000	48	-0.30296
K562	chr9	77150001	77450000	52	-0.20814
K562	chr9	77450001	77600000	34	-0.42147
K562	chr9	77600001	77800000	45	-0.45675
K562	chr9	77800001	77900000	29	-0.62854
K562	chr9	77900001	78000000	31	-0.36827
K562	chr9	78000001	78200000	42	-0.42077
K562	chr9	78200001	78250000	21	-0.14291
K562	chr9	78250001	78400000	47	-0.31265
K562	chr9	78400001	78800000	50	-0.56792
K562	chr9	78800001	79250000	44	-0.74939
K562	chr9	79250001	79550000	24	-0.75792
K562	chr9	79550001	79600000	32	-0.26599
K562	chr9	79600001	79650000	20	-0.52168
K562	chr9	79650001	79850000	35	-0.58102
K562	chr9	79850001	81050000	62	-0.61016
K562	chr9	81050001	81350000	25	-0.72951
K562	chr9	81350001	81550000	28	-0.64027
K562	chr9	81550001	81650000	41	-0.64352
K562	chr9	81650001	81800000	32	-0.70364
K562	chr9	81800001	82100000	40	-0.61689
K562	chr9	82100001	82550000	38	-0.53755
K562	chr9	82550001	83050000	34	-0.64019
K562	chr9	83050001	83300000	55	-0.5712
K562	chr9	83300001	83500000	36	-0.45315
K562	chr9	83500001	83600000	29	-0.41371
K562	chr9	83600001	83700000	22	-0.37893
K562	chr9	83700001	83950000	47	-0.15458
K562	chr9	83950001	84100000	62	-0.14353
